Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined,Avg_Item_Outlet_Sales,category_by_sales,Outlet
1191,8.151798319,0,0.226284381,Fruits and Vegetables,163.221,OUT019,28,2,0,0,1702,1,1400.923903,0,4
1520,16.2,1,0.050625182,Household,193.1162,OUT017,6,2,1,1,1203,2,1327.838316,0,2
1205,14,0,0.02371512,Baking Goods,103.8332,OUT013,26,0,2,1,628,1,1165.308787,1,1
1443,8.42,1,0.112177581,Health and Hygiene,65.9168,OUT013,26,0,2,1,3451,2,1218.181979,1,1
235,9.3,0,0.04774013,Baking Goods,195.0136,OUT010,15,1,2,0,782,1,1165.308787,1,0
36,9.395,0,0.159304333,Soft Drinks,226.172,OUT035,9,2,1,1,2036,0,1229.886669,1,6
685,17.85,2,0.020989308,Meat,260.7936,OUT045,11,2,1,1,2439,1,1246.692408,1,7
30,13.93290191,0,0.01769927,Dairy,74.2012,OUT027,28,1,2,3,266,0,1340.311665,0,5
54,6.13,0,0.06595278,Dairy,60.1536,OUT013,26,0,2,1,94,0,1340.311665,0,1
1161,15.9666819,0,0.096658404,Fruits and Vegetables,216.9166,OUT019,28,2,0,0,966,1,1400.923903,0,4
274,20.1,2,0.054816926,Fruits and Vegetables,194.282,OUT018,4,1,2,2,468,1,1400.923903,0,3
163,16.5,2,0.068511103,Canned,103.699,OUT017,6,2,1,1,556,1,1332.243074,0,2
1369,5.615,1,0.12574524,Health and Hygiene,122.473,OUT035,9,2,1,1,324,2,1218.181979,1,6
766,7.52,2,0.044023213,Baking Goods,183.095,OUT046,16,2,0,1,2745,1,1165.308787,1,8
767,8.151798319,2,0.068754395,Breakfast,54.5614,OUT027,28,1,2,3,606,1,1248.919095,1,5
603,13.8,2,0.024660202,Canned,87.4172,OUT010,15,1,2,0,659,1,1332.243074,0,0
1231,17.6,2,0.039214444,Snack Foods,98.241,OUT035,9,2,1,1,778,1,1373.949767,0,6
806,20.5,0,0.036344721,Fruits and Vegetables,122.3756,OUT017,6,2,1,1,1233,1,1400.923903,0,2
1280,11.8,1,0.008554052,Health and Hygiene,116.9492,OUT013,26,0,2,1,808,2,1218.181979,1,1
1179,18.05858931,2,0.170000805,Dairy,155.963,OUT027,28,1,2,3,2368,1,1340.311665,0,5
1519,20.25,1,0.148302815,Health and Hygiene,108.3938,OUT049,14,1,0,1,1396,2,1218.181979,1,9
838,15.85,0,0.081914677,Breads,177.637,OUT049,14,1,0,1,1763,1,1329.897088,0,9
714,17.7,0,0.029914022,Snack Foods,166.2816,OUT013,26,0,2,1,1212,1,1373.949767,0,1
1243,6.035,2,0.065771344,Baking Goods,185.324,OUT035,9,2,1,1,1974,1,1165.308787,1,6
1164,13.93290191,0,0.043551753,Snack Foods,184.495,OUT027,28,1,2,3,3270,1,1373.949767,0,5
1355,12.35,1,0.163941937,Household,117.0124,OUT046,16,2,0,1,465,2,1327.838316,0,8
747,14.65,2,0.099692906,Snack Foods,50.9666,OUT017,6,2,1,1,3162,1,1373.949767,0,2
466,10.895,0,0.059834024,Fruits and Vegetables,133.5284,OUT010,15,2,2,0,1292,1,1400.923903,0,0
48,15.75,0,0.166174549,Dairy,37.4506,OUT045,11,2,1,1,62,0,1340.311665,0,7
311,11.15,0,0.119930029,Dairy,44.2744,OUT035,9,2,1,1,2867,1,1340.311665,0,6
1070,8.985,2,0.057944376,Frozen Foods,131.531,OUT045,11,2,1,1,377,1,1280.318926,1,7
1231,17.6,2,0.065649353,Snack Foods,94.841,OUT010,15,1,2,0,775,1,1373.949767,0,0
1358,6.12748296,1,0.080249973,Household,168.679,OUT027,28,1,2,3,2540,2,1327.838316,0,5
721,13.15,2,0.037952777,Snack Foods,89.5856,OUT046,16,2,0,1,429,1,1373.949767,0,8
344,9.195,2,0.064113698,Frozen Foods,86.5566,OUT049,14,1,0,1,169,1,1280.318926,1,9
18,15.9666819,0,0.048841794,Soft Drinks,64.7168,OUT027,28,1,2,3,1581,0,1229.886669,1,5
1285,19.6,1,0.02394662,Household,106.9964,OUT035,9,2,1,1,665,2,1327.838316,0,6
350,6.12748296,2,0.096000183,Dairy,43.7086,OUT027,28,1,2,3,269,1,1340.311665,0,5
1330,20.2,1,0.074177667,Household,93.2462,OUT013,26,0,2,1,16,2,1327.838316,0,1
915,13.93290191,2,0.04368089,Breads,110.157,OUT027,28,1,2,3,1063,1,1329.897088,0,5
1030,7.75,2,0.083268523,Frozen Foods,32.9558,OUT018,4,1,2,2,8,1,1280.318926,1,3
237,8.575,2,0.071832909,Dairy,194.1794,OUT035,9,2,1,1,1742,1,1340.311665,0,6
1066,20.2,2,0.06595278,Baking Goods,197.211,OUT013,26,0,2,1,1867,1,1165.308787,1,1
542,19.35,2,0.062625641,Baking Goods,165.3184,OUT049,14,1,0,1,556,1,1165.308787,1,9
1132,7.365,0,0.042646566,Fruits and Vegetables,225.172,OUT045,11,2,1,1,2363,1,1400.923903,0,7
288,7.5,0,0.06595278,Frozen Foods,237.7906,OUT035,9,2,1,1,174,1,1280.318926,1,6
282,8.3,0,0.03555434,Fruits and Vegetables,37.4506,OUT017,6,2,1,1,3283,1,1400.923903,0,2
1153,16.75,0,0.105068444,Snack Foods,156.663,OUT045,11,2,1,1,1412,1,1373.949767,0,7
633,10.695,2,0.060912865,Breakfast,173.8712,OUT018,4,1,2,2,2385,1,1248.919095,1,3
1496,5.88,1,0.02488732,Household,147.5392,OUT046,16,2,0,1,1327,2,1327.838316,0,8
918,12.6,0,0.024194731,Dairy,36.1874,OUT046,16,2,0,1,2222,1,1340.311665,0,8
1044,10.695,2,0.01141595,Snack Foods,74.0038,OUT013,26,0,2,1,35,1,1373.949767,0,1
1473,17.85,1,0.018023997,Health and Hygiene,95.9094,OUT046,16,2,0,1,1049,2,1218.181979,1,8
941,19.75,0,0.012499004,Fruits and Vegetables,188.0872,OUT018,4,1,2,2,1173,1,1400.923903,0,3
376,7.97,0,0.036045991,Seafood,107.5596,OUT010,15,1,2,0,2259,1,1672.676622,0,0
1503,8.151798319,1,0.044607722,Health and Hygiene,145.976,OUT019,28,2,0,0,2859,2,1218.181979,1,4
1283,15.7,1,0.16098885,Household,57.8562,OUT045,11,2,1,1,3035,2,1327.838316,0,7
1502,15.1,1,0.055793586,Household,139.7496,OUT013,26,0,2,1,2088,2,1327.838316,0,1
1262,6.63,2,0.104445322,Baking Goods,167.25,OUT018,4,1,2,2,695,1,1165.308787,1,3
1345,8.6,1,0.032687702,Health and Hygiene,140.9154,OUT045,11,2,1,1,123,2,1218.181979,1,7
581,20.08910944,2,0.026949463,Meat,197.711,OUT027,28,1,2,3,2532,1,1246.692408,1,5
1454,13,1,0.041909345,Household,255.0014,OUT045,11,2,1,1,2863,2,1327.838316,0,7
1190,5.98,0,0.04363058,Fruits and Vegetables,148.2418,OUT049,14,1,0,1,533,1,1400.923903,0,9
78,6.03,0,0.06595278,Dairy,175.1028,OUT049,14,1,0,1,511,0,1340.311665,0,9
603,13.8,2,0.014793124,Canned,88.5172,OUT018,4,1,2,2,1136,1,1332.243074,0,3
850,15.9666819,2,0.065928735,Breakfast,183.0292,OUT027,28,1,2,3,3309,1,1248.919095,1,5
965,13.93290191,0,0.01583438,Breads,228.5668,OUT027,28,1,2,3,1681,1,1329.897088,0,5
1040,16.1,2,0.159728395,Frozen Foods,34.3558,OUT046,16,2,0,1,1347,1,1280.318926,1,8
1537,20.1,1,0.014925407,Health and Hygiene,143.4154,OUT013,26,0,2,1,1872,2,1218.181979,1,1
1224,9.17,0,0.102893121,Baking Goods,141.947,OUT013,26,0,2,1,2116,1,1165.308787,1,1
1489,10.895,1,0.020951848,Health and Hygiene,255.3672,OUT046,16,2,0,1,3239,2,1218.181979,1,8
1098,5.325,2,0.06595278,Dairy,55.8298,OUT035,9,2,1,1,2505,1,1340.311665,0,6
297,12.85,0,0.108102606,Fruits and Vegetables,233.3642,OUT013,26,0,2,1,2087,1,1400.923903,0,1
1049,12.07038502,0,0.06595278,Meat,196.8426,OUT019,28,2,0,0,2885,1,1246.692408,1,4
31,15.35,0,0.073697713,Soft Drinks,91.912,OUT017,6,2,1,1,2778,0,1229.886669,1,2
276,16.7,2,0.091437584,Starchy Foods,64.3168,OUT010,15,1,2,0,247,1,1306.324351,0,0
392,13.3,0,0.009581155,Snack Foods,64.951,OUT046,16,2,0,1,551,1,1373.949767,0,8
1448,18.05858931,1,0.035997636,Others,78.6618,OUT019,28,2,0,0,3286,2,1162.562891,1,4
894,6.67,2,0.12332588,Snack Foods,90.2514,OUT013,26,0,2,1,3468,1,1373.949767,0,1
736,20.5,2,0.112584813,Fruits and Vegetables,192.0478,OUT049,14,1,0,1,473,1,1400.923903,0,9
374,15.1,2,0.019930418,Frozen Foods,131.531,OUT035,9,2,1,1,1442,1,1280.318926,1,6
1318,17,1,0.126244059,Household,124.6362,OUT046,16,2,0,1,2061,2,1327.838316,0,8
500,8.42,2,0.030905215,Canned,227.6352,OUT045,11,2,1,1,1369,1,1332.243074,0,7
314,15.2,2,0.104365283,Fruits and Vegetables,177.1054,OUT017,6,2,1,1,1635,1,1400.923903,0,2
1415,17,1,0.087387669,Health and Hygiene,125.073,OUT010,15,1,2,0,1950,2,1218.181979,1,0
331,17.6,2,0.053481818,Starchy Foods,47.806,OUT017,6,2,1,1,69,1,1306.324351,0,2
596,18,0,0.073306615,Canned,155.0972,OUT049,14,1,0,1,2057,1,1332.243074,0,9
1278,14.6,1,0.043021542,Household,196.9084,OUT010,15,1,2,0,2892,2,1327.838316,0,0
1207,5.8,0,0.13169655,Dairy,89.4172,OUT017,6,2,1,1,1200,1,1340.311665,0,2
1368,9.8,1,0.090834158,Others,192.2478,OUT018,4,1,2,2,2146,2,1162.562891,1,3
1472,18.05858931,1,0.19875618,Household,250.7724,OUT019,28,2,0,0,1208,2,1327.838316,0,4
487,14.3,0,0.026321701,Frozen Foods,77.6302,OUT046,16,2,0,1,3446,1,1280.318926,1,8
707,11.1,0,0.176215665,Baking Goods,158.8604,OUT046,16,2,0,1,1332,1,1165.308787,1,8
265,17,0,0.136008489,Fruits and Vegetables,171.7106,OUT045,11,2,1,1,605,1,1400.923903,0,7
989,18.6,2,0.17174348,Meat,48.8376,OUT049,14,1,0,1,270,1,1246.692408,1,9
874,8.895,2,0.08154715,Snack Foods,49.8008,OUT017,6,2,1,1,3228,1,1373.949767,0,2
29,6.12748296,0,0.027570939,Soft Drinks,86.6198,OUT027,28,1,2,3,1220,0,1229.886669,1,5
1029,10.3,0,0.146767897,Meat,102.3648,OUT018,4,1,2,2,482,1,1246.692408,1,3
446,19.25,2,0.03467086,Canned,141.8496,OUT013,26,0,2,1,1128,1,1332.243074,0,1
483,12.6,0,0.09619424,Snack Foods,210.8612,OUT035,9,2,1,1,230,1,1373.949767,0,6
521,15.3,2,0.08511049,Canned,215.7218,OUT018,4,1,2,2,768,1,1332.243074,0,3
293,8.151798319,2,0.1263349,Canned,184.0924,OUT019,28,2,0,0,2767,1,1332.243074,0,4
1351,18.05858931,1,0.012592289,Household,123.3414,OUT027,28,1,2,3,2459,2,1327.838316,0,5
171,13.93290191,2,0.05357685,Baking Goods,122.2072,OUT027,28,1,2,3,1876,1,1165.308787,1,5
665,18.6,0,0.077168705,Snack Foods,160.6236,OUT018,4,1,2,2,528,1,1373.949767,0,3
1401,14.5,1,0.032597778,Others,163.621,OUT010,15,1,2,0,3305,2,1162.562891,1,0
283,13.5,0,0.021583971,Fruits and Vegetables,179.5976,OUT018,4,1,2,2,968,1,1400.923903,0,3
484,10.3,0,0.078903499,Baking Goods,177.637,OUT045,11,2,1,1,2225,1,1165.308787,1,7
1415,15.9666819,1,0.091411749,Health and Hygiene,121.373,OUT019,28,2,0,0,1950,2,1218.181979,1,4
1497,6.12748296,1,0.084245356,Health and Hygiene,164.6526,OUT019,28,2,0,0,3043,2,1218.181979,1,4
809,7.155,2,0.281509514,Breads,33.8874,OUT010,15,2,2,0,1846,1,1329.897088,0,0
1300,16.5,1,0.012689327,Health and Hygiene,39.7506,OUT018,4,1,2,2,1039,2,1218.181979,1,3
482,5.59,2,0.094741514,Snack Foods,63.1168,OUT010,15,1,2,0,759,1,1373.949767,0,0
906,15.15,0,0.046496777,Baking Goods,149.6708,OUT010,15,1,2,0,1539,1,1165.308787,1,0
1108,13.1,0,0.076005548,Dairy,166.1158,OUT017,6,2,1,1,155,1,1340.311665,0,2
716,8.06,0,0.06595278,Breakfast,232.7326,OUT018,4,1,2,2,1955,1,1248.919095,1,3
871,10.195,2,0.06595278,Frozen Foods,139.5838,OUT018,4,1,2,2,2348,1,1280.318926,1,3
760,10.1,0,0.053732324,Canned,49.8008,OUT010,15,1,2,0,1560,1,1332.243074,0,0
1314,6.235,1,0.033807904,Household,258.9962,OUT010,15,1,2,0,1261,2,1327.838316,0,0
848,12.5,0,0.020782036,Breads,198.3742,OUT018,4,1,2,2,1265,1,1329.897088,0,3
193,11.35,2,0.063173691,Dairy,86.1856,OUT013,26,0,2,1,429,1,1340.311665,0,1
551,9.065,0,0.115563679,Frozen Foods,96.0094,OUT045,11,2,1,1,607,1,1280.318926,1,7
650,11.65,2,0.076278201,Snack Foods,85.1908,OUT017,6,2,1,1,3073,1,1373.949767,0,2
384,18.2,2,0.012223687,Fruits and Vegetables,57.1904,OUT049,14,1,0,1,548,1,1400.923903,0,9
432,6.115,2,0.011419301,Frozen Foods,91.0488,OUT018,4,1,2,2,541,1,1280.318926,1,3
595,6.92,2,0.131458247,Breakfast,90.5804,OUT018,4,1,2,2,694,1,1248.919095,1,3
565,7.035,0,0.021883368,Frozen Foods,263.791,OUT049,14,1,0,1,2566,1,1280.318926,1,9
1054,18.2,0,0.012607876,Snack Foods,139.818,OUT046,16,2,0,1,355,1,1373.949767,0,8
991,10.5,2,0.025041738,Fruits and Vegetables,218.7508,OUT045,11,2,1,1,1699,1,1400.923903,0,7
1464,17.6,1,0.018934719,Health and Hygiene,237.759,OUT049,14,1,0,1,1872,2,1218.181979,1,9
283,13.93290191,0,0.021392306,Fruits and Vegetables,182.0976,OUT027,28,1,2,3,2947,1,1400.923903,0,5
1181,19.75,0,0.041448824,Fruits and Vegetables,116.5466,OUT045,11,2,1,1,1422,1,1400.923903,0,7
489,16.5,0,0.028395167,Snack Foods,91.7146,OUT013,26,0,2,1,1176,1,1373.949767,0,1
397,13.15,2,0.165221717,Fruits and Vegetables,172.0764,OUT013,26,0,2,1,2336,1,1400.923903,0,1
342,7.89,0,0.036127671,Dairy,117.4782,OUT035,9,2,1,1,858,1,1340.311665,0,6
464,20.5,2,0.019277945,Frozen Foods,82.8592,OUT018,4,1,2,2,624,1,1280.318926,1,3
196,16.25,0,0.057629899,Fruits and Vegetables,123.9046,OUT018,4,1,2,2,110,1,1400.923903,0,3
483,12.6,0,0.096212432,Snack Foods,207.2612,OUT046,16,2,0,1,2296,1,1373.949767,0,8
1136,8.151798319,0,0.024387984,Baking Goods,92.4462,OUT019,28,2,0,0,713,1,1165.308787,1,4
322,8.775,0,0.021647195,Fruits and Vegetables,109.5228,OUT045,11,2,1,1,3489,1,1400.923903,0,7
540,7.42,2,0.021573645,Seafood,184.6582,OUT046,16,2,0,1,2575,1,1672.676622,0,8
15,8.67,0,0.065424208,Soft Drinks,145.8128,OUT035,9,2,1,1,1163,0,1229.886669,1,6
981,8.77,2,0.046866331,Fruits and Vegetables,170.5422,OUT045,11,2,1,1,478,1,1400.923903,0,7
1001,19.35,2,0.06595278,Fruits and Vegetables,238.6564,OUT013,26,0,2,1,1893,1,1400.923903,0,1
184,16.25,0,0.087102593,Dairy,96.041,OUT013,26,0,2,1,3360,1,1340.311665,0,1
1396,11.5,1,0.01774202,Health and Hygiene,129.6626,OUT017,6,2,1,1,701,2,1218.181979,1,2
784,11.1,0,0.010632752,Canned,82.5908,OUT013,26,0,2,1,442,1,1332.243074,0,1
208,13.93290191,2,0.031116081,Canned,55.264,OUT027,28,1,2,3,468,1,1332.243074,0,5
482,5.59,2,0.05671761,Snack Foods,62.9168,OUT045,11,2,1,1,361,1,1373.949767,0,7
1037,6.12748296,0,0.079931185,Canned,219.7456,OUT019,28,2,0,0,3376,1,1332.243074,0,4
792,6.55,0,0.024505418,Breads,102.9332,OUT013,26,0,2,1,710,1,1329.897088,0,1
530,6.85,0,0.03830192,Frozen Foods,261.2594,OUT010,15,1,2,0,48,1,1280.318926,1,0
1432,21.25,1,0.024693927,Household,144.1102,OUT049,14,1,0,1,632,2,1327.838316,0,9
784,12.07038502,0,0.010590075,Canned,84.6908,OUT027,28,1,2,3,1952,1,1332.243074,0,5
1005,12.8,2,0.190569038,Breads,138.7838,OUT010,15,1,2,0,1404,1,1329.897088,0,0
1113,8.31,2,0.06595278,Snack Foods,177.4028,OUT046,16,2,0,1,2058,1,1373.949767,0,8
134,12.1,0,0.016826748,Hard Drinks,179.166,OUT046,16,2,0,1,1573,0,1264.622727,1,8
1090,18.05858931,0,0.088394115,Frozen Foods,194.7452,OUT027,28,1,2,3,2866,1,1280.318926,1,5
1416,20.25,1,0.06595278,Household,145.6418,OUT013,26,0,2,1,1782,2,1327.838316,0,1
867,13.93290191,0,0.129783577,Baking Goods,78.2328,OUT027,28,1,2,3,3,1,1165.308787,1,5
695,13.93290191,2,0.06595278,Snack Foods,262.891,OUT019,28,2,0,0,3272,1,1373.949767,0,4
1153,16.75,0,0.06595278,Snack Foods,156.163,OUT046,16,2,0,1,1412,1,1373.949767,0,8
447,7.075,0,0.058465268,Dairy,145.3128,OUT045,11,2,1,1,727,1,1340.311665,0,7
694,11.1,2,0.053765212,Fruits and Vegetables,163.1526,OUT035,9,2,1,1,679,1,1400.923903,0,6
399,6.63,2,0.01098386,Snack Foods,55.4588,OUT018,4,1,2,2,1811,1,1373.949767,0,3
1247,8.935,0,0.040245222,Frozen Foods,54.9298,OUT049,14,1,0,1,319,1,1280.318926,1,9
1236,7.935,0,0.017253305,Dairy,51.435,OUT017,6,2,1,1,2564,1,1340.311665,0,2
1251,7.485,0,0.069231189,Snack Foods,112.1228,OUT049,14,1,0,1,198,1,1373.949767,0,9
498,9.5,0,0.074648119,Snack Foods,253.3724,OUT018,4,1,2,2,3222,1,1373.949767,0,3
1527,18.35,1,0.030542489,Health and Hygiene,193.1162,OUT049,14,1,0,1,1332,2,1218.181979,1,9
1209,6.365,0,0.007359711,Frozen Foods,60.1536,OUT049,14,1,0,1,2526,1,1280.318926,1,9
971,11.1,0,0.059940022,Fruits and Vegetables,149.1366,OUT049,14,1,0,1,2223,1,1400.923903,0,9
1453,11.395,1,0.06595278,Health and Hygiene,149.2708,OUT017,6,2,1,1,1135,2,1218.181979,1,2
930,9.895,2,0.048860587,Frozen Foods,260.2278,OUT018,4,1,2,2,2190,1,1280.318926,1,3
1354,7.68,1,0.153419412,Health and Hygiene,86.4224,OUT017,6,2,1,1,2613,2,1218.181979,1,2
1543,13.65,1,0.077219509,Health and Hygiene,56.493,OUT035,9,2,1,1,2603,2,1218.181979,1,6
1456,15.75,1,0.13504726,Household,98.57,OUT035,9,2,1,1,1199,2,1327.838316,0,6
869,10.195,2,0.146094132,Dairy,196.1794,OUT049,14,1,0,1,1496,1,1340.311665,0,9
1371,10.895,1,0.027157955,Others,50.2666,OUT018,4,1,2,2,3308,2,1162.562891,1,3
468,20.08910944,2,0.080346058,Baking Goods,195.711,OUT027,28,1,2,3,2748,1,1165.308787,1,5
702,17.7,2,0.016596645,Fruits and Vegetables,48.3034,OUT046,16,2,0,1,3255,1,1400.923903,0,8
45,17.25,0,0.084316691,Soft Drinks,263.391,OUT035,9,2,1,1,2988,0,1229.886669,1,6
665,18.6,0,0.076791671,Snack Foods,161.0236,OUT013,26,0,2,1,1963,1,1373.949767,0,1
626,13.8,0,0.01326146,Canned,108.0254,OUT035,9,2,1,1,3229,1,1332.243074,0,6
694,11.1,2,0.06595278,Fruits and Vegetables,165.5526,OUT018,4,1,2,2,812,1,1400.923903,0,3
890,10.195,2,0.012528611,Meat,195.111,OUT017,6,2,1,1,1976,1,1246.692408,1,2
129,5.88,0,0.003597678,Hard Drinks,153.8998,OUT049,14,1,0,1,1492,0,1264.622727,1,9
1429,11.15,1,0.032438645,Health and Hygiene,163.0526,OUT017,6,2,1,1,1061,2,1218.181979,1,2
255,18.05858931,0,0.173527068,Fruits and Vegetables,92.0462,OUT019,28,2,0,0,1383,1,1400.923903,0,4
0,11.6,0,0.041112694,Soft Drinks,142.0154,OUT018,4,1,2,2,3345,0,1229.886669,1,3
477,13.93290191,0,0.089243504,Canned,139.2496,OUT027,28,1,2,3,814,1,1332.243074,0,5
63,12.1,0,0.011539622,Dairy,163.5526,OUT046,16,2,0,1,1061,0,1340.311665,0,8
846,8.151798319,0,0.04690397,Snack Foods,110.657,OUT019,28,2,0,0,3046,1,1373.949767,0,4
886,4.635,0,0.141686037,Breads,126.9994,OUT017,6,2,1,1,672,1,1329.897088,0,2
1321,8.51,1,0.052051256,Household,142.247,OUT045,11,2,1,1,839,2,1327.838316,0,7
133,9.6,0,0.09627919,Soft Drinks,167.3158,OUT035,9,2,1,1,703,0,1229.886669,1,6
1163,17.25,2,0.047533568,Snack Foods,96.9068,OUT017,6,2,1,1,402,1,1373.949767,0,2
1290,15,1,0.04499948,Health and Hygiene,140.4838,OUT045,11,2,1,1,582,2,1218.181979,1,7
905,16.75,0,0.12888573,Breads,87.6856,OUT046,16,2,0,1,429,1,1329.897088,0,8
107,8.365,0,0.120256303,Hard Drinks,39.2506,OUT010,15,1,2,0,3212,0,1264.622727,1,0
45,18.05858931,0,0.06595278,Soft Drinks,261.291,OUT019,28,2,0,0,3272,0,1229.886669,1,4
81,18.85,0,0.137755834,Hard Drinks,161.8578,OUT018,4,1,2,2,1863,0,1264.622727,1,3
210,6.615,0,0.093913607,Dairy,198.7426,OUT017,6,2,1,1,172,1,1340.311665,0,2
1008,5.75,2,0.075287081,Dairy,115.3176,OUT049,14,1,0,1,2818,1,1340.311665,0,9
291,10,0,0.100055625,Snack Foods,113.3544,OUT018,4,1,2,2,1830,1,1373.949767,0,3
395,13.1,0,0.006061565,Frozen Foods,188.9898,OUT035,9,2,1,1,2257,1,1280.318926,1,6
621,10.1,2,0.053667516,Fruits and Vegetables,223.0088,OUT049,14,1,0,1,3073,1,1400.923903,0,9
487,13.93290191,0,0.026194237,Frozen Foods,79.0302,OUT027,28,1,2,3,753,1,1280.318926,1,5
650,11.65,2,0.076002991,Snack Foods,83.4908,OUT045,11,2,1,1,2580,1,1373.949767,0,7
1480,18.05858931,1,0.080111611,Health and Hygiene,94.6436,OUT027,28,1,2,3,2144,2,1218.181979,1,5
1152,9.3,0,0.043141572,Fruits and Vegetables,90.4172,OUT018,4,1,2,2,225,1,1400.923903,0,3
27,19.6,0,0.024276035,Dairy,45.3718,OUT045,11,1,1,1,2944,0,1340.311665,0,7
954,11.35,0,0.03093263,Snack Foods,51.5008,OUT018,4,1,2,2,2929,1,1373.949767,0,3
1116,5.44,2,0.017096552,Baking Goods,178.137,OUT045,11,2,1,1,1650,1,1165.308787,1,7
345,14.65,0,0.172357491,Fruits and Vegetables,50.8692,OUT017,6,2,1,1,3271,1,1400.923903,0,2
936,12.35,2,0.185824165,Baking Goods,78.5328,OUT035,9,2,1,1,3118,1,1165.308787,1,6
703,12.85,2,0.152988295,Fruits and Vegetables,253.7382,OUT017,6,2,1,1,1041,1,1400.923903,0,2
1055,17.1,0,0.06595278,Breads,85.5566,OUT049,14,1,0,1,722,1,1329.897088,0,9
1235,11.6,2,0.143897558,Dairy,240.6222,OUT013,26,0,2,1,1454,1,1340.311665,0,1
571,7.445,0,0.037845086,Baking Goods,75.5354,OUT017,6,2,1,1,795,1,1165.308787,1,2
1142,15.9666819,2,0.1748389,Fruits and Vegetables,142.8786,OUT019,28,2,0,0,2266,1,1400.923903,0,4
353,18.05858931,2,0.278730642,Fruits and Vegetables,63.2194,OUT019,28,2,0,0,1182,1,1400.923903,0,4
89,6.135,0,0.115500999,Soft Drinks,161.1236,OUT018,4,1,2,2,3018,0,1229.886669,1,3
272,8.68,0,0.01478914,Frozen Foods,97.7384,OUT010,15,1,2,0,3474,1,1280.318926,1,0
1407,18.5,1,0.033938279,Others,132.5284,OUT035,9,2,1,1,292,2,1162.562891,1,6
487,14.3,0,0.026299797,Frozen Foods,79.4302,OUT013,26,0,2,1,628,1,1280.318926,1,1
1436,12.07038502,1,0.159394437,Others,105.6938,OUT019,28,2,0,0,945,2,1162.562891,1,4
765,15.35,0,0.06595278,Snack Foods,88.283,OUT046,16,2,0,1,671,1,1373.949767,0,8
1138,17.7,0,0.06595278,Dairy,182.5292,OUT013,26,0,2,1,1361,1,1340.311665,0,1
314,15.2,2,0.10377827,Fruits and Vegetables,175.6054,OUT046,16,2,0,1,1170,1,1400.923903,0,8
740,9.8,2,0.045522854,Baking Goods,35.0874,OUT017,6,2,1,1,1857,1,1165.308787,1,2
950,6.12748296,0,0.095331433,Frozen Foods,125.5678,OUT027,28,1,2,3,1232,1,1280.318926,1,5
1063,15.25,2,0.06595278,Snack Foods,179.766,OUT018,4,1,2,2,1573,1,1373.949767,0,3
1222,17.6,0,0.105472205,Snack Foods,165.6868,OUT017,6,2,1,1,1609,1,1373.949767,0,2
149,7.55,2,0.030938774,Fruits and Vegetables,121.0072,OUT035,9,2,1,1,900,1,1400.923903,0,6
1046,18.05858931,0,0.026174636,Baking Goods,127.102,OUT027,28,1,2,3,1802,1,1165.308787,1,5
775,19.7,2,0.160671255,Canned,254.7014,OUT035,9,2,1,1,1888,1,1332.243074,0,6
1104,13,2,0.070243155,Snack Foods,65.7484,OUT013,26,0,2,1,2065,1,1373.949767,0,1
1081,12.07038502,2,0.038313981,Fruits and Vegetables,109.957,OUT027,28,1,2,3,2354,1,1400.923903,0,5
1167,11.8,2,0.170548238,Canned,113.8834,OUT049,14,1,0,1,344,1,1332.243074,0,9
430,20.35,0,0.060794097,Baking Goods,233.6616,OUT049,14,1,0,1,1257,1,1165.308787,1,9
593,16.85,0,0.036446751,Snack Foods,90.3488,OUT049,14,1,0,1,3491,1,1373.949767,0,9
102,7.63,0,0.061188147,Soft Drinks,94.0436,OUT045,11,2,1,1,123,0,1229.886669,1,7
698,15.75,0,0.054884821,Baking Goods,195.3452,OUT013,26,0,2,1,644,1,1165.308787,1,1
1126,18.2,2,0.026064486,Baking Goods,241.8196,OUT046,16,2,0,1,2157,1,1165.308787,1,8
843,13.85,2,0.025936747,Frozen Foods,164.921,OUT049,14,1,0,1,1277,1,1280.318926,1,9
466,10.895,0,0.035949725,Fruits and Vegetables,132.9284,OUT017,6,2,1,1,1727,1,1400.923903,0,2
238,15.6,0,0.045168898,Dairy,242.9854,OUT018,4,1,2,2,970,1,1340.311665,0,3
1342,11.3,1,0.04767798,Household,181.466,OUT013,26,0,2,1,1999,2,1327.838316,0,1
1547,20,1,0.058812134,Health and Hygiene,111.6544,OUT017,6,2,1,1,486,2,1218.181979,1,2
837,19.35,2,0.018667601,Snack Foods,112.9544,OUT017,6,2,1,1,1480,1,1373.949767,0,2
637,15.6,0,0.087646694,Snack Foods,221.5798,OUT013,26,0,2,1,2752,1,1373.949767,0,1
729,20.08910944,0,0.19033746,Snack Foods,159.4578,OUT019,28,2,0,0,515,1,1373.949767,0,4
728,10.195,2,0.045165796,Fruits and Vegetables,118.4808,OUT018,4,1,2,2,548,1,1400.923903,0,3
730,20.08910944,0,0.039385518,Snack Foods,164.8526,OUT027,28,1,2,3,1293,1,1373.949767,0,5
807,9.5,2,0.010914988,Snack Foods,183.8608,OUT035,9,2,1,1,1255,1,1373.949767,0,6
