,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Type_Combined,Avg_Item_Outlet_Sales,category_by_sales,Item_Outlet_Sales
13328,FDP10,18.05858931,Low Fat,0.224269298,Snack Foods,104.4622,OUT019,28,Small,Tier 1,Grocery Store,Food,1373.949767,High_Sales_Item_Type,263.1068929
13329,FDQ28,14,Regular,0.06052101,Frozen Foods,152.9656,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,2625.116037
13330,FDK57,10.195,Low Fat,0.06595278,Snack Foods,119.744,OUT010,15,Medium,Tier 3,Grocery Store,Food,1373.949767,High_Sales_Item_Type,260.690149
13331,FDK02,12.5,Low Fat,0.112131275,Canned,118.244,OUT013,26,High,Tier 3,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,2131.856944
13332,FDW47,15,Low Fat,0.04656414,Breads,121.0414,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1329.897088,High_Sales_Item_Type,1907.419476
13333,NCC42,15,Non-Edible,0.045091342,Health and Hygiene,139.4838,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1218.181979,Low_Sales_Item_Type,1802.518287
13334,FDQ37,20.75,Low Fat,0.089624277,Breakfast,193.9478,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1248.919095,Low_Sales_Item_Type,3419.553842
13335,FDL40,17.7,Low Fat,0.011613156,Frozen Foods,95.041,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,1457.145955
13336,DRE13,6.28,Low Fat,0.046372661,Soft Drinks,88.5198,OUT010,15,Medium,Tier 3,Grocery Store,Drinks,1229.886669,Low_Sales_Item_Type,183.8013439
13337,FDQ34,10.03119577,Low Fat,0.16145695,Snack Foods,104.4622,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1373.949767,High_Sales_Item_Type,2919.55363
13338,NCB54,8.76,Non-Edible,0.050052711,Health and Hygiene,128.4336,OUT046,16,Small,Tier 1,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,1831.05927
13339,FDS48,15.15,Low Fat,0.06595278,Baking Goods,149.3708,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,2439.074115
13340,FDO15,16.75,Regular,0.008583918,Meat,72.1038,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,1052.988611
13341,NCT30,9.1,Non-Edible,0.080226072,Household,45.7718,OUT013,26,High,Tier 3,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,744.5725166
13342,FDU49,20.08910944,Regular,0.030545722,Canned,85.454,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1332.243074,High_Sales_Item_Type,2620.760533
13343,FDE21,12.8,Low Fat,0.022944688,Fruits and Vegetables,115.0492,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2199.92548
13344,FDS49,8.151798319,Low Fat,0.138923761,Canned,78.4644,OUT019,28,Small,Tier 1,Grocery Store,Food,1332.243074,High_Sales_Item_Type,234.6235349
13345,FDT38,18.05858931,Low Fat,0.057258817,Dairy,85.3566,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1340.311665,High_Sales_Item_Type,2360.406193
13346,FDZ01,8.975,Regular,0.009077217,Canned,102.099,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,1540.303304
13347,FDC41,15.6,Low Fat,0.116891138,Frozen Foods,75.767,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,1230.658135
13348,DRG13,17.25,Low Fat,0.062241994,Soft Drinks,162.7526,OUT010,15,Medium,Tier 3,Grocery Store,Drinks,1229.886669,Low_Sales_Item_Type,381.9223451
13349,NCZ42,10.5,Non-Edible,0.011333911,Household,236.8248,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1327.838316,High_Sales_Item_Type,3411.633797
13350,NCM07,9.395,Non-Edible,0.040042881,Others,84.9908,OUT045,11,Small,Tier 2,Supermarket Type1,Non-Consumable,1162.562891,Low_Sales_Item_Type,1348.858403
13351,NCV17,18.85,Non-Edible,0.016173165,Health and Hygiene,131.1626,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1218.181979,Low_Sales_Item_Type,1975.887221
13352,DRK39,7.02,Low Fat,0.06595278,Dairy,82.325,OUT035,9,Small,Tier 2,Supermarket Type1,Drinks,1340.311665,High_Sales_Item_Type,1487.941959
13353,FDS37,7.655,Low Fat,0.032074998,Canned,114.5492,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1332.243074,High_Sales_Item_Type,1804.507993
13354,FDV12,15.9666819,Regular,0.106583703,Baking Goods,96.7384,OUT019,28,Small,Tier 1,Grocery Store,Food,1165.308787,Low_Sales_Item_Type,301.4230275
13355,NCG19,20.25,Non-Edible,0.148536185,Household,235.9616,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1327.838316,High_Sales_Item_Type,3833.854173
13356,FDS51,13.35,Low Fat,0.032153714,Meat,62.6194,OUT013,26,High,Tier 3,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,680.9313322
13357,NCO14,9.6,Non-Edible,0.029643872,Household,43.2086,OUT046,16,Small,Tier 1,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,622.1586622
13358,FDC38,15.7,Low Fat,0.122493968,Canned,133.9942,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,2075.840607
13359,FDN15,17.5,Low Fat,0.06595278,Meat,140.418,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,2035.483858
13360,NCH42,6.86,Non-Edible,0.036506915,Household,228.201,OUT013,26,High,Tier 3,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,4143.103492
13361,FDQ22,16.75,Low Fat,0.029739652,Snack Foods,37.7822,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,551.1956593
13362,FDC05,13.1,Regular,0.09870238,Frozen Foods,195.2768,OUT013,26,High,Tier 3,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,3291.0685
13363,FDZ31,15.35,Regular,0.113123006,Fruits and Vegetables,191.9504,OUT013,26,High,Tier 3,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,3247.414874
13364,DRJ23,18.35,Low Fat,0.041733666,Hard Drinks,190.1872,OUT049,14,Medium,Tier 1,Supermarket Type1,Drinks,1264.622727,Low_Sales_Item_Type,3124.288988
13365,FDC52,11.15,Regular,0.06595278,Dairy,151.2708,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1340.311665,High_Sales_Item_Type,2673.79603
13366,DRD12,6.96,Low Fat,0.129206196,Soft Drinks,89.5146,OUT010,15,Medium,Tier 3,Grocery Store,Drinks,1229.886669,Low_Sales_Item_Type,177.6296833
13367,FDV55,17.75,Low Fat,0.055384948,Fruits and Vegetables,145.7444,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2633.446666
13368,FDD32,17.7,Regular,0.040931994,Fruits and Vegetables,81.6276,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,1395.604813
13369,FDR01,5.405,Regular,0.05370465,Canned,201.0742,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,3206.612209
13370,FDY08,10.03119577,Regular,0.299530629,Fruits and Vegetables,139.9838,OUT019,28,Small,Tier 1,Grocery Store,Food,1400.923903,High_Sales_Item_Type,363.9299971
13371,FDQ45,9.5,Regular,0.06595278,Snack Foods,184.9608,OUT045,11,Medium,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,3396.1434
13372,DRN11,8.151798319,Low Fat,0.162191037,Hard Drinks,144.7444,OUT027,28,Medium,Tier 3,Supermarket Type3,Drinks,1264.622727,Low_Sales_Item_Type,3396.277052
13373,NCS05,11.5,Non-Edible,0.021063528,Health and Hygiene,134.4942,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1218.181979,Low_Sales_Item_Type,1805.720882
13374,FDY32,7.605,Low Fat,0.129216604,Fruits and Vegetables,162.921,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2809.128418
13375,NCD31,12.1,Non-Edible,0.015465765,Household,165.0526,OUT045,11,Small,Tier 2,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,2910.769446
13376,NCE06,5.825,Non-Edible,0.091627467,Household,161.6894,OUT049,14,Medium,Tier 1,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,2640.281851
13377,NCP14,8.275,Non-Edible,0.110289757,Household,102.8306,OUT046,16,Small,Tier 1,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,1864.823818
13378,NCF18,18.05858931,Non-Edible,0.15579704,Household,191.3504,OUT019,28,Small,Tier 1,Grocery Store,Non-Consumable,1327.838316,High_Sales_Item_Type,510.4558174
13379,FDF14,7.55,Low Fat,0.027280495,Canned,151.234,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1332.243074,High_Sales_Item_Type,2335.436732
13380,FDB22,8.02,Low Fat,0.112071014,Snack Foods,154.9998,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,2175.429475
13381,NCH54,13.5,Non-Edible,0.072782102,Household,159.492,OUT049,14,Medium,Tier 1,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,3461.219019
13382,FDU27,18.6,Regular,0.171444454,Meat,49.5376,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,841.3008315
13383,FDS58,10.03119577,Regular,0.020904887,Snack Foods,158.9578,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1373.949767,High_Sales_Item_Type,4616.837337
13384,NCU29,7.685,Non-Edible,0.02547263,Health and Hygiene,144.576,OUT035,9,Small,Tier 2,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,2679.393853
13385,FDJ57,7.42,Regular,0.021555692,Seafood,186.0582,OUT013,26,High,Tier 3,Supermarket Type1,Food,1672.676622,High_Sales_Item_Type,3559.744865
13386,FDL56,14.1,Low Fat,0.125976163,Fruits and Vegetables,86.5198,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,1440.82384
13387,FDH60,19.7,Regular,0.080721764,Baking Goods,195.611,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,3251.961765
13388,FDN24,14.1,Low Fat,0.113728834,Baking Goods,53.7956,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1165.308787,Low_Sales_Item_Type,785.3368883
13389,FDD02,16.6,Low Fat,0.06595278,Canned,120.3124,OUT017,6,Medium,Tier 2,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,2329.75654
13390,FDP15,15.2,Low Fat,0.08441738,Meat,258.233,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,4244.820952
13391,FDB28,6.12748296,Low Fat,0.092933158,Dairy,197.6426,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1340.311665,High_Sales_Item_Type,5363.843096
13392,DRC49,8.67,Low Fat,0.065569288,Soft Drinks,144.6128,OUT045,11,Small,Tier 2,Supermarket Type1,Drinks,1229.886669,Low_Sales_Item_Type,2416.643401
13393,NCG30,20.2,Non-Edible,0.112778767,Household,123.5046,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1327.838316,High_Sales_Item_Type,1827.610394
13394,FDJ14,10.3,Regular,0.050148322,Canned,79.396,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,1163.157939
13395,FDL52,6.635,Regular,0.046183676,Frozen Foods,37.0506,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,681.4485679
13396,NCG19,20.08910944,Non-Edible,0.147217192,Household,234.1616,OUT027,28,Medium,Tier 3,Supermarket Type3,Non-Consumable,1327.838316,High_Sales_Item_Type,5604.008145
13397,NCN41,17,Non-Edible,0.05219943,Health and Hygiene,123.673,OUT035,9,Small,Tier 2,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,1998.215458
13398,FDW22,9.695,Regular,0.03026518,Snack Foods,223.4114,OUT013,26,High,Tier 3,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,3767.708282
13399,FDI02,15.7,Regular,0.114469755,Canned,112.1202,OUT013,26,High,Tier 3,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,1874.933572
13400,FDV51,16.35,Low Fat,0.032604886,Meat,165.0842,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,2481.044354
13401,FDV48,9.195,Regular,0.051616858,Baking Goods,79.6644,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,1281.876092
13402,NCL17,8.151798319,Non-Edible,0.118673527,Health and Hygiene,141.2812,OUT019,28,Small,Tier 1,Grocery Store,Non-Consumable,1218.181979,Low_Sales_Item_Type,287.4372645
13403,FDP46,15.35,Low Fat,0.06595278,Snack Foods,89.383,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,1521.388368
13404,FDU10,10.1,Regular,0.045784687,Snack Foods,35.7848,OUT045,11,Medium,Tier 2,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,604.9252981
13405,FDT37,14.15,Low Fat,0.05903503,Canned,256.4014,OUT010,15,Medium,Tier 3,Grocery Store,Food,1332.243074,High_Sales_Item_Type,644.1165497
13406,FDI27,8.71,Regular,0.045977618,Dairy,46.7744,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1340.311665,High_Sales_Item_Type,800.4372782
13407,FDN51,17.85,Regular,0.020946828,Meat,261.3936,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,4252.359439
13408,FDW07,18,Regular,0.142661865,Fruits and Vegetables,87.3514,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,1324.588911
13409,FDN45,19.35,Low Fat,0.118286387,Snack Foods,223.7088,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,3017.262276
13410,DRN37,10.03119577,Low Fat,0.06595278,Soft Drinks,166.0158,OUT027,28,Medium,Tier 3,Supermarket Type3,Drinks,1229.886669,Low_Sales_Item_Type,4524.942887
13411,DRF48,5.73,Low Fat,0.051882003,Soft Drinks,188.1898,OUT049,14,Medium,Tier 1,Supermarket Type1,Drinks,1229.886669,Low_Sales_Item_Type,2953.081241
13412,FDP38,10.03119577,Low Fat,0.056206622,Canned,51.3008,OUT019,28,Small,Tier 1,Grocery Store,Food,1332.243074,High_Sales_Item_Type,143.1868645
13413,NCX18,13.93290191,Non-Edible,0.008751398,Household,196.111,OUT027,28,Medium,Tier 3,Supermarket Type3,Non-Consumable,1327.838316,High_Sales_Item_Type,5476.124887
13414,FDK45,11.65,Low Fat,0.033996111,Seafood,114.786,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1672.676622,High_Sales_Item_Type,1923.538756
13415,FDZ37,8.1,Regular,0.019799238,Canned,86.5198,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,1243.693023
13416,FDS50,17,Low Fat,0.055659189,Dairy,223.7114,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1340.311665,High_Sales_Item_Type,3792.624398
13417,NCR54,16.35,Non-Edible,0.090931104,Household,195.711,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1327.838316,High_Sales_Item_Type,3141.884911
13418,NCS17,18.6,Non-Edible,0.080486221,Health and Hygiene,94.5436,OUT035,9,Small,Tier 2,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,1621.609866
13419,FDV31,9.8,Low Fat,0.106717322,Fruits and Vegetables,178.337,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2382.983998
13420,DRE27,11.85,Low Fat,0.133421019,Dairy,96.0726,OUT017,6,Small,Tier 2,Supermarket Type1,Drinks,1340.311665,High_Sales_Item_Type,1484.299528
13421,FDN60,15.1,Low Fat,0.095078893,Baking Goods,159.6604,OUT013,26,High,Tier 3,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,2558.873352
13422,FDK26,5.46,Regular,0.032150627,Canned,185.124,OUT013,26,High,Tier 3,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,3316.906565
13423,FDX37,16.2,Low Fat,0.063286094,Canned,100.37,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1332.243074,High_Sales_Item_Type,1382.845318
13424,FDW31,11.35,Regular,0.043158104,Fruits and Vegetables,197.6742,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2660.656562
13425,FDX26,17.7,Low Fat,0.088166215,Dairy,183.8292,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1340.311665,High_Sales_Item_Type,2762.031385
13426,DRL49,13.93290191,Low Fat,0.098799937,Soft Drinks,142.2812,OUT019,28,Small,Tier 1,Grocery Store,Drinks,1229.886669,Low_Sales_Item_Type,273.3372987
13427,FDU49,19.5,Regular,0.030867981,Canned,86.454,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,1553.570029
13428,FDY58,11.65,Low Fat,0.039918581,Snack Foods,228.7694,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,3818.257429
13429,FDN03,9.8,Regular,0.015120568,Meat,248.6408,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,3891.404343
13430,NCV06,11.3,Non-Edible,0.06595278,Household,192.2478,OUT010,15,Medium,Tier 3,Grocery Store,Non-Consumable,1327.838316,High_Sales_Item_Type,484.6256836
13431,FDH53,20.5,Regular,0.019238671,Frozen Foods,82.7592,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,1386.671146
13432,FDG31,12.15,Low Fat,0.038050764,Meat,65.9826,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1246.692408,Low_Sales_Item_Type,772.6760528
13433,NCC06,19,Non-Edible,0.027041096,Household,129.1336,OUT045,11,Small,Tier 2,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,2239.813798
13434,FDS13,6.465,Low Fat,0.124699691,Canned,266.0884,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,4153.500514
13435,FDP16,18.6,Low Fat,0.039287423,Frozen Foods,246.8802,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,4655.822751
13436,FDA35,14.85,Regular,0.053792758,Baking Goods,121.0072,OUT013,26,High,Tier 3,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,2544.128136
13437,DRP47,15.75,Low Fat,0.141176075,Hard Drinks,253.8382,OUT018,4,Medium,Tier 3,Supermarket Type2,Drinks,1264.622727,Low_Sales_Item_Type,4165.860505
13438,FDY28,7.47,Regular,0.06595278,Frozen Foods,214.8218,OUT010,15,Medium,Tier 3,Grocery Store,Food,1280.318926,Low_Sales_Item_Type,552.0516072
13439,FDY20,12.5,Regular,0.081737302,Fruits and Vegetables,90.9488,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,1380.556101
13440,NCH30,17.1,Non-Edible,0.067533904,Household,111.486,OUT017,6,Small,Tier 2,Supermarket Type1,Non-Consumable,1327.838316,High_Sales_Item_Type,1854.092656
13441,NCR29,8.151798319,Non-Edible,0.09566912,Health and Hygiene,56.793,OUT019,28,Small,Tier 1,Grocery Store,Non-Consumable,1218.181979,Low_Sales_Item_Type,160.2208023
13442,NCP05,19.6,Non-Edible,0.06595278,Health and Hygiene,149.8024,OUT013,26,High,Tier 3,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,2742.651126
13443,NCF30,15.9666819,Non-Edible,0.22103705,Household,124.8362,OUT019,28,Small,Tier 1,Grocery Store,Non-Consumable,1327.838316,High_Sales_Item_Type,324.1859937
13444,FDA08,11.85,Regular,0.06595278,Fruits and Vegetables,165.6526,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2404.342544
13445,FDN51,18.05858931,Regular,0.020845392,Meat,260.5936,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1246.692408,Low_Sales_Item_Type,5865.008539
13446,FDH12,9.6,Low Fat,0.084953662,Baking Goods,107.028,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,1800.289107
13447,FDY39,5.305,Regular,0.047294706,Meat,182.1608,OUT017,6,High,Tier 2,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,3448.723961
13448,NCO53,16.2,Non-Edible,0.175539766,Health and Hygiene,183.6608,OUT045,11,Small,Tier 2,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,2693.03246
13449,FDB40,17.5,Regular,0.007539885,Dairy,145.7102,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1340.311665,High_Sales_Item_Type,2474.645736
13450,FDH02,7.27,Regular,0.020813453,Canned,89.6488,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,1040.311755
13451,FDY11,6.12748296,Regular,0.029417303,Baking Goods,64.1142,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1165.308787,Low_Sales_Item_Type,1845.140086
13452,FDQ09,8.151798319,Low Fat,0.10178199,Snack Foods,113.6834,OUT019,28,Small,Tier 1,Grocery Store,Food,1373.949767,High_Sales_Item_Type,296.4813582
13453,FDP16,18.6,Low Fat,0.039262153,Frozen Foods,247.2802,OUT013,26,High,Tier 3,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,4344.040784
13454,NCF55,6.675,Non-Edible,0.021754595,Household,34.1874,OUT018,4,Medium,Tier 3,Supermarket Type2,Non-Consumable,1327.838316,High_Sales_Item_Type,412.4205362
13455,FDY09,15.9666819,Low Fat,0.025078117,Snack Foods,176.7054,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1373.949767,High_Sales_Item_Type,4992.855708
13456,FDY39,5.305,Regular,0.047124068,Meat,182.0608,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,3211.026839
13457,NCU53,5.485,Non-Edible,0.04281828,Health and Hygiene,163.9842,OUT049,14,Medium,Tier 1,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,2472.596353
13458,NCT41,15.7,Non-Edible,0.056077341,Health and Hygiene,152.1024,OUT049,14,Medium,Tier 1,Supermarket Type1,Non-Consumable,1218.181979,Low_Sales_Item_Type,2448.114487
13459,FDJ45,17.75,Low Fat,0.073410642,Seafood,35.9216,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1672.676622,High_Sales_Item_Type,637.2735742
13460,FDR28,13.85,Regular,0.025874934,Frozen Foods,163.421,OUT013,26,High,Tier 3,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,2424.822904
13461,FDN08,7.72,Regular,0.088291127,Fruits and Vegetables,118.7466,OUT013,26,High,Tier 3,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2032.499701
13462,FDJ07,7.26,Low Fat,0.06595278,Meat,114.515,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1246.692408,Low_Sales_Item_Type,1925.094357
13463,FDZ09,18.05858931,Low Fat,0.104371086,Snack Foods,164.4868,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1373.949767,High_Sales_Item_Type,3625.73458
13464,FDQ14,9.27,Low Fat,0.062136785,Dairy,150.605,OUT017,6,Small,Tier 2,Supermarket Type1,Food,1340.311665,High_Sales_Item_Type,2425.985402
13465,FDY12,10.03119577,Regular,0.139930125,Baking Goods,50.5008,OUT027,28,Medium,Tier 3,Supermarket Type3,Food,1165.308787,Low_Sales_Item_Type,1632.830915
13466,FDK57,10.195,Low Fat,0.08029289,Snack Foods,120.844,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,1889.010818
13467,FDD20,14.15,Low Fat,0.06595278,Fruits and Vegetables,123.3046,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2319.821233
13468,FDS36,8.38,Regular,0.047078339,Baking Goods,111.357,OUT018,4,Medium,Tier 3,Supermarket Type2,Food,1165.308787,Low_Sales_Item_Type,1618.789791
13469,FDI40,11.5,Regular,0.125798231,Frozen Foods,102.5358,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,1871.617718
13470,FDJ40,13.6,Regular,0.049689828,Frozen Foods,110.3912,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,1840.157664
13471,FDE08,18.2,Low Fat,0.049278643,Fruits and Vegetables,147.1734,OUT013,26,High,Tier 3,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2713.071482
13472,DRK01,7.63,Low Fat,0.061013491,Soft Drinks,96.0436,OUT013,26,High,Tier 3,Supermarket Type1,Drinks,1229.886669,Low_Sales_Item_Type,1398.949119
13473,FDC58,10.195,Low Fat,0.042007527,Snack Foods,43.2428,OUT049,14,Medium,Tier 1,Supermarket Type1,Food,1373.949767,High_Sales_Item_Type,607.7522461
13474,FDE50,19.7,Regular,0.016205646,Canned,188.8556,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,3416.123696
13475,FDX48,17.75,Regular,0.037880729,Baking Goods,152.7656,OUT035,9,Small,Tier 2,Supermarket Type1,Food,1165.308787,Low_Sales_Item_Type,2565.295108
13476,DRM35,9.695,Low Fat,0.070731517,Hard Drinks,178.0344,OUT018,4,Medium,Tier 3,Supermarket Type2,Drinks,1264.622727,Low_Sales_Item_Type,2560.000999
13477,FDG41,8.84,Regular,0.076498396,Frozen Foods,108.9228,OUT013,26,High,Tier 3,Supermarket Type1,Food,1280.318926,Low_Sales_Item_Type,1976.346642
13478,FDB52,17.75,Low Fat,0.030435601,Dairy,255.9672,OUT046,16,Small,Tier 1,Supermarket Type1,Food,1340.311665,High_Sales_Item_Type,3375.234095
13479,FDV19,14.85,Regular,0.035328539,Fruits and Vegetables,158.5578,OUT045,11,Small,Tier 2,Supermarket Type1,Food,1400.923903,High_Sales_Item_Type,2763.805461
13480,DRG48,5.78,Low Fat,0.014637395,Soft Drinks,144.7102,OUT017,6,Medium,Tier 2,Supermarket Type1,Drinks,1229.886669,Low_Sales_Item_Type,2489.78783
13481,FDI26,5.94,Low Fat,0.034857707,Canned,180.4344,OUT013,26,High,Tier 3,Supermarket Type1,Food,1332.243074,High_Sales_Item_Type,3282.50114
13482,FDU11,6.12748296,Low Fat,0.162119533,Breads,121.2098,OUT019,28,Small,Tier 1,Grocery Store,Food,1329.897088,High_Sales_Item_Type,324.0278175
13483,FDF59,12.07038502,Low Fat,0.124739062,Starchy Foods,128.102,OUT019,28,Small,Tier 1,Grocery Store,Food,1306.324351,High_Sales_Item_Type,272.6906402
